  1.0600000e+002  2.9085988e-001  3.3773059e-001  3.7190922e-001  5.8260254e-001  9.9970019e-001  2.6470956e-001  7.5078076e-002  5.2983552e-002  3.7518218e-002  2.9215074e-002  6.9945833e-001  7.1467339e-001  2.9920733e-001  9.5418812e-001 -3.7742222e-001  0.0000000e+000
  1.0600000e+002  2.9085988e-001  3.3773059e-001  3.7190922e-001  5.8260254e-001  9.9970019e-001  2.6470956e-001  7.5078076e-002  5.2983552e-002  3.7518218e-002  2.9215074e-002  6.9945833e-001  7.1467339e-001  2.9920733e-001  9.5418812e-001 -3.7742222e-001  1.4000000e-001
  1.0600000e+002  2.9085988e-001  3.3773059e-001  3.7190922e-001  5.8260254e-001  9.9970019e-001  2.6470956e-001  7.5078076e-002  5.2983552e-002  3.7518218e-002  2.9215074e-002  6.9945833e-001  7.1467339e-001  2.9920733e-001  9.5418812e-001 -3.7742222e-001  2.8000000e-001
  1.0600000e+002  2.9085988e-001  3.3773059e-001  3.7190922e-001  5.8260254e-001  9.9970019e-001  2.6470956e-001  7.5078076e-002  5.2983552e-002  3.7518218e-002  2.9215074e-002  6.9945833e-001  7.1467339e-001  2.9920733e-001  9.5418812e-001 -3.7742222e-001  4.2000000e-001
  1.0600000e+002  2.9085988e-001  3.3773059e-001  3.7190922e-001  5.8260254e-001  9.9970019e-001  2.6470956e-001  7.5078076e-002  5.2983552e-002  3.7518218e-002  2.9215074e-002  6.9945833e-001  7.1467339e-001  2.9920733e-001  9.5418812e-001 -3.7742222e-001  5.6000000e-001
  1.0600000e+002  2.9085988e-001  3.3773059e-001  3.7190922e-001  5.8260254e-001  9.9970019e-001  2.6470956e-001  7.5078076e-002  5.2983552e-002  3.7518218e-002  2.9215074e-002  6.9945833e-001  7.1467339e-001  2.9920733e-001  9.5418812e-001 -3.7742222e-001  7.0000000e-001
  1.0600000e+002  2.9085988e-001  3.3773059e-001  3.7190922e-001  5.8260254e-001  9.9970019e-001  2.6470956e-001  7.5078076e-002  5.2983552e-002  3.7518218e-002  2.9215074e-002  6.9945833e-001  7.1467339e-001  2.9920733e-001  9.5418812e-001 -3.7742222e-001  8.4000000e-001
  1.0600000e+002  2.9085988e-001  3.3773059e-001  3.7190922e-001  5.8260254e-001  9.9970019e-001  2.6470956e-001  7.5078076e-002  5.2983552e-002  3.7518218e-002  2.9215074e-002  6.9945833e-001  7.1467339e-001  2.9920733e-001  9.5418812e-001 -3.7742222e-001  9.8000000e-001
  1.0600000e+002  2.9085988e-001  3.3773059e-001  3.7190922e-001  5.8260254e-001  9.9970019e-001  2.6470956e-001  7.5078076e-002  5.2983552e-002  3.7518218e-002  2.9215074e-002  6.9945833e-001  7.1467339e-001  2.9920733e-001  9.5418812e-001 -3.7742222e-001  1.1200000e+000
  1.0600000e+002  2.9085988e-001  3.3773059e-001  3.7190922e-001  5.8260254e-001  9.9970019e-001  2.6470956e-001  7.5078076e-002  5.2983552e-002  3.7518218e-002  2.9215074e-002  6.9945833e-001  7.1467339e-001  2.9920733e-001  9.5418812e-001 -3.7742222e-001  1.2600000e+000
